,song_number,song_name,song_root_note,song_mode
1136,1136,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-08-12_R3_2014_MID--AUDIO_04_R3_2014_wav--1.midi,D,Poorvi
1137,1137,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-08-12_R3_2014_MID--AUDIO_04_R3_2014_wav--2.midi,A,Marva
1138,1138,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-08-12_R3_2014_MID--AUDIO_08_R3_2014_wav.midi,f#,Aeolian
1139,1139,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-08-12_R3_2014_MID--AUDIO_12_R3_2014_wav--1.midi,G,Bhairav
1140,1140,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_04-08-12_R3_2014_MID--AUDIO_12_R3_2014_wav--2.midi,a,Locrian
1141,1141,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_06_R1_2014_wav--1.midi,e,Aeolian
1142,1142,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_06_R1_2014_wav--2.midi,B,Ionian
1143,1143,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_06_R1_2014_wav--3.midi,A-,Ionian
1144,1144,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--2.midi,c,Aeolian
1145,1145,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--3.midi,C#,Ionian
1146,1146,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--4.midi,E,Ionian
1147,1147,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--5.midi,A-,Mixolydian
1148,1148,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--6.midi,A,Lydian
1149,1149,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--7.midi,d,Harmonic_minor
1150,1150,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_08_R1_2014_wav--1.midi,C,Ionian
1151,1151,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_08_R1_2014_wav--2.midi,f,Dorian
1152,1152,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--1.midi,D,Ionian
1153,1153,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--2.midi,D,Locrian
1154,1154,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--3.midi,B-,Ionian
1155,1155,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--4.midi,c#,Aeolian
1156,1156,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--1.midi,c,Harmonic_minor
1157,1157,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--2.midi,C,Ionian
1158,1158,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--3.midi,B-,Ionian
1159,1159,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--4.midi,g#,Ionian
1160,1160,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--5.midi,c,Aeolian
1161,1161,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_11_R1_2014_wav--1.midi,d,Aeolian
1162,1162,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_11_R1_2014_wav--2.midi,d,Aeolian
1163,1163,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_11_R1_2014_wav--3.midi,B-,Ionian
1164,1164,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_12_R1_2014_wav--1.midi,B-,Ionian
1165,1165,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_12_R1_2014_wav--2.midi,f#,Ionian
1166,1166,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--1.midi,b,Aeolian
1167,1167,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--2.midi,D,Ionian
1168,1168,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--3.midi,a,Harmonic_minor
1169,1169,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--4.midi,C,Ionian
1170,1170,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--6.midi,A,Phrygian
1171,1171,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_14_R1_2014_wav--1.midi,B-,Ionian
1172,1172,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--1.midi,B,Ionian
1173,1173,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--2.midi,G,Ionian
1174,1174,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--3.midi,f#,Aeolian
1175,1175,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--4.midi,A-,Ionian
1176,1176,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--5.midi,b,Aeolian
1177,1177,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--6.midi,c#,Aeolian
1178,1178,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--1.midi,C,Ionian
1179,1179,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--2.midi,B-,Ionian
1180,1180,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--3.midi,b,Aeolian
1181,1181,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_17_R1_2014_wav--1.midi,a,Aeolian
1182,1182,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_17_R1_2014_wav--2.midi,f#,Aeolian
1183,1183,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--1.midi,d,Aeolian
1184,1184,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--2.midi,a,Harmonic_minor
1185,1185,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--3.midi,F,Ionian
1186,1186,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--4.midi,a,Aeolian
1187,1187,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--5.midi,g,Melodic_minor_ascend
1188,1188,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_19-20-21_R2_2014_MID--AUDIO_19_R2_2014_wav.midi,A,Ionian
1189,1189,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_19-20-21_R2_2014_MID--AUDIO_20_R2_2014_wav.midi,C,Ionian
1190,1190,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_19-20-21_R2_2014_MID--AUDIO_21_R2_2014_wav.midi,A-,Ionian
1191,1191,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_19-20_R1_2014_MID--AUDIO_19_R1_2014_wav--1.midi,c,Aeolian
1192,1192,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_19-20_R1_2014_MID--AUDIO_19_R1_2014_wav--2.midi,C,Harmonic_minor
1193,1193,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_19-20_R1_2014_MID--AUDIO_19_R1_2014_wav--8.midi,C,Ionian
1194,1194,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_19-20_R1_2014_MID--AUDIO_20_R1_2014_wav--1.midi,C,Ionian
1195,1195,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_19-20_R1_2014_MID--AUDIO_20_R1_2014_wav--2.midi,B-,Ionian
1196,1196,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_19-21_R3_2014_MID--AUDIO_21_R3_2014_wav--1.midi,C,Ionian
1197,1197,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_19-21_R3_2014_MID--AUDIO_21_R3_2014_wav--2.midi,D,Ionian
1198,1198,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--1.midi,a,Melodic_minor_ascend
1199,1199,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--2.midi,e,Aeolian
1200,1200,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--3.midi,e,Melodic_minor_ascend
1201,1201,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--4.midi,A,Marva
1202,1202,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--6.midi,e-,Phrygian
1203,1203,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--7.midi,C,Ionian
1204,1204,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--8.midi,c#,Aeolian
1205,1205,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--1.midi,C,Ionian
1206,1206,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--2.midi,F#,Ionian
1207,1207,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--4.midi,e-,Phrygian
1208,1208,after mid-term\dataset\dataset\2014\MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--5.midi,B,Ionian
1209,1209,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_01_R1_2015_wav--1.midi,e,Aeolian
1210,1210,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_01_R1_2015_wav--2.midi,c,Dorian
1211,1211,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_01_R1_2015_wav--3.midi,c,Aeolian
1212,1212,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_01_R1_2015_wav--5.midi,g#,Aeolian
1213,1213,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--1.midi,F#,Ionian
1214,1214,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--2.midi,F,Ionian
1215,1215,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--3.midi,F#,Mixolydian
1216,1216,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--4.midi,f#,Dorian
1217,1217,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--5.midi,B-,Ionian
1218,1218,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--6.midi,g#,Aeolian
1219,1219,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--1.midi,g#,Dorian
1220,1220,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--2.midi,C,Ionian
1221,1221,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--3.midi,B-,Ionian
1222,1222,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--4.midi,c#,Mixolydian
1223,1223,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--1.midi,E,Ionian
1224,1224,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--2.midi,E-,Ionian
1225,1225,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--3.midi,E-,Ionian
1226,1226,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--4.midi,c,Dorian
1227,1227,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--1.midi,A-,Ionian
1228,1228,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--2.midi,f,Aeolian
1229,1229,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--3.midi,C,Ionian
1230,1230,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--4.midi,c,Harmonic_minor
1231,1231,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--5.midi,c#,Aeolian
1232,1232,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--1.midi,F,Ionian
1233,1233,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--2.midi,C,Ionian
1234,1234,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--3.midi,C,Ionian
1235,1235,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--4.midi,a,Phrygian
1236,1236,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--5.midi,b-,Dorian
1237,1237,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--6.midi,c,Harmonic_minor
1238,1238,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--1.midi,g#,Aeolian
1239,1239,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--2.midi,C,Ionian
1240,1240,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--3.midi,A-,Ionian
1241,1241,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--4.midi,C#,Ionian
1242,1242,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--1.midi,a,Harmonic_minor
1243,1243,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--2.midi,C,Ionian
1244,1244,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--3.midi,a,Aeolian
1245,1245,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--4.midi,f#,Aeolian
1246,1246,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--1.midi,C#,Ionian
1247,1247,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--2.midi,e,Aeolian
1248,1248,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--3.midi,F,Ionian
1249,1249,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--4.midi,C#,Ionian
1250,1250,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_10_R1_2015_wav--1.midi,f#,Aeolian
1251,1251,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_10_R1_2015_wav--2.midi,C,Ionian
1252,1252,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_10_R1_2015_wav--3.midi,C#,Lydian
1253,1253,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_11_R1_2015_wav--1.midi,F,Ionian
1254,1254,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_11_R1_2015_wav--2.midi,e,Aeolian
1255,1255,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_11_R1_2015_wav--3.midi,c,Aeolian
1256,1256,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_11_R1_2015_wav--4.midi,D,Ionian
1257,1257,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_11_R1_2015_wav--5.midi,a,Aeolian
1258,1258,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--1.midi,a,Aeolian
1259,1259,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--2.midi,F,Ionian
1260,1260,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--3.midi,F,Dorian
1261,1261,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--4.midi,C,Ionian
1262,1262,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--5.midi,g#,Aeolian
1263,1263,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--1.midi,A,Ionian
1264,1264,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--2.midi,B-,Ionian
1265,1265,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--5.midi,a,Harmonic_minor
1266,1266,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_14_R1_2015_wav--1.midi,e-,Aeolian
1267,1267,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_14_R1_2015_wav--2.midi,E-,Ionian
1268,1268,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_14_R1_2015_wav--3.midi,b,Harmonic_minor
1269,1269,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_14_R1_2015_wav--4.midi,c,Dorian
1270,1270,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--1.midi,g,Aeolian
1271,1271,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--2.midi,a,Dorian
1272,1272,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--3.midi,C,Ionian
1273,1273,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--4.midi,A-,Ionian
1274,1274,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--5.midi,E,Ionian
1275,1275,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--1.midi,A,Ionian
1276,1276,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--2.midi,c,Aeolian
1277,1277,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--3.midi,b-,Locrian
1278,1278,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--4.midi,C#,Ionian
1279,1279,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--1.midi,C,Ionian
1280,1280,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--2.midi,E-,Ionian
1281,1281,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--3.midi,e-,Aeolian
1282,1282,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--4.midi,d,Harmonic_minor
1283,1283,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_18_R1_2015_wav--1.midi,f,Aeolian
1284,1284,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_18_R1_2015_wav--2.midi,a,Aeolian
1285,1285,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_18_R1_2015_wav--3.midi,C,Ionian
1286,1286,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_18_R1_2015_wav--4.midi,c,Dorian
1287,1287,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--1.midi,D,Ionian
1288,1288,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--2.midi,A-,Ionian
1289,1289,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--3.midi,g#,Phrygian
1290,1290,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--4.midi,c#,Dorian
1291,1291,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_20_R1_2015_wav--1.midi,C,Ionian
1292,1292,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_20_R1_2015_wav--2.midi,C,Ionian
1293,1293,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_20_R1_2015_wav--3.midi,C,Ionian
1294,1294,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_20_R1_2015_wav--4.midi,C#,Ionian
1295,1295,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--1.midi,G,Ionian
1296,1296,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--2.midi,C,Ionian
1297,1297,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--4.midi,f#,Aeolian
1298,1298,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--5.midi,C#,Ionian
1299,1299,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--1.midi,b-,Aeolian
1300,1300,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--2.midi,E-,Ionian
1301,1301,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--3.midi,c,Harmonic_minor
1302,1302,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--4.midi,C#,Ionian
1303,1303,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--5.midi,E,Ionian
1304,1304,after mid-term\dataset\dataset\2015\MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_03_R2_2015_wav--1.midi,A-,Ionian
